STT,Tên
1617,16109 ma vuong 2099
1618,9652 ma vuong 400 tuoi la trai tan
1619,14183 ma vuong phuc sinh juliet
1620,7408 ma vuong phuc sinh juliet
1621,18749 ma vuong tu zilbagias cach de that ma vuong tu lat do ma quoc
1622,18088 the demon king and the hero have become outdated
1623,17778 ma vuong voi muc luong toi thieu
1624,18077 lam the nao ma toi mot thang khong biet gi ve otaku cuoi cung lai ket thuc bang viec thich thu tham gia may hoat dong otaku cung voi mot dua gyaru ghet con trai chu
1625,18807 mac ket noi thien duong
1626,3920 the king of the battlefield
1627,17494 mac tran vuong the king of the battlefield
1628,203 macaron daisuki na onnanoko ga dounika kounika sennen ikitsuzukeru ohanashi
1629,8836 mad bullet undergound
1630,13642 madan no ou to michelia
1631,150 madan no ou to vanadis
1632,289 magis grandson new2
1633,1164 magis grandson new1
1634,15266 magic maker how to make magic in another world
1635,10889 magic warrior whitelove
1636,8059 magical girl shiny angel humiliating futanari training
1637,14347 magical girl tyrant sylph
1638,5632 magicalexplorer
1639,17010 magicalexplorer ln
1640,2366 magika no kenshi to shoukan maou
1641,165 magika no kenshi to shoukan maou
1642,11522 magika no kenshin to shoukan maou
1643,13178 mahou gakuen no taizai majutsushi
1644,1083 mahou no kuni no madan
1645,3763 mahou shoujo ikusei keikaku
1646,18345 mahou shoujo madokamagica
1647,5420 mahou shoujo shiny angel kutsujoku no futanari choukyou
1648,2891 mahouka koukou no rettousei
1649,4086 mahoutsukai no konyakusha
1650,3680 mai kitsune waifu
1651,6687 maiasa no tsuugaku densha de gakkou ichi no bishoujo ga tonari ni suwatte kurundaga
1652,6610 maiden of the cursed blade
1653,11871 maigo ni natteita youjo wo tasuketara otonari ni sumu bishoujo ryuugakusei ga ie ni asobi ni kuru you ni natta ken nitsuite
1654,16774 maigo ni natteita youjo wo tasuketara otonari ni sumu bishoujo ryuugakusei ga ie ni asobi ni kuru you ni natta ken nitsuite
1655,1168 main character hides his strength
1656,5570 main character hides his strength
1657,18459 hu thuy dong binh
1658,8022 maju mitsuryou torishimarikan
1659,6501 majutsu gakuin wo shuseki de sotsugyoushita ore ga boukensha wo hajimeru no wa sonnna ni okashii darouka
1660,18751 aaaaaaaaaaaa
1661,9633 make hiroin ga oosugiru
1662,6845 mamahaha no tsurego ga motokano datta
1663,13615 mamatomo to sodateru rabukome
1664,12894 mamoru kun to ai ga omotai shojo tachi
1665,9584 mandarin orange kotatsu and a found cat
1666,12160 manga ni toujousuru saiaku no otoko ni umarekawatta hazu ga hiroin ga yottekuruken
1667,428 manga wo yomeru ore ga sekai saikyou
1668,12240 mannen d rank no chuunen boukensha yotta ikioi de densetsu no ken wo hikkonuku
1669,8618 manuke na fps player ga isekai e ochita baai
1670,17681 the last adventurer
1671,6435 maou gakuen no hangyakusha
1672,3601 maou gakuin no futekigousha
1673,6529 maou gun saikyou no majutsushi wa ningen datta
1674,1402 maou na ore to fushihime no yubiwa
1675,12578 maou ni nattanode dungeon tsukutte jingai musume to honobono suru
1676,5417 maou ni natta node dungeon tsukutte jingai musume to honobono suru
1677,4424 maou ni nattanode dungeon tsukutte jingai musume to honobono suru
1678,17504 maou ni nattanode dungeon tsukutte jingai musume to honobono suru
1679,3363 maou ni nattara ryouchi ga mujintou datta
1680,1847 maou no musume wa sekai saikyou dakedo hikineet
1681,13739 maou no musume wa sekai saikyou dakedo hikineet
1682,12399 maou no ore ga dorei elf wo yome ni shitan daga dou mederebaii
1683,8912 maou no ore ga dorei elf wo yome ni shitan daga dou mederebaii
1684,2025 maou no ore ga dorei elf wo yome ni shitan daga dou mederebaii
1685,6408 maou no ore ga dorei elf wo yome ni shitanda ga dou
1686,6562 maou toubatsu shita ato medachitakunai node guild master ni natta
1687,5328 maou toubatsu shita ato medachitakunai node guild master ni natta
1688,1482 maoyuu maou yuusha
1689,2817 maria from hell
1690,4519 marietta hime no konrei
1691,13897 maryoku cheat na majo ni narimashita souzou mahou de kimama na isekai seikatsu
1692,9680 maryoku cheat na majo ni narimashita souzou mahou de kimama na isekai seikatsu
1693,15061 maryoku cheat na majo ni narimashita souzou mahou de kimama na isekai seikatsu
1694,17734 maseki gurume mamono no chikara wo tabeta ore wa saikyou
1695,12806 masho no otoko wo mezashimasu
1696,316 masou gakuen hxh
1697,10276 masquerade and the nameless woman
1698,18159 mat ngot nguoc sat nu sat thu
1699,4352 mat the chi tham uyen trieu hoan su
1700,18677 mat trai cua hoc sinh guong mau thuc ra co nang xinh dep ngoi canh toi la mot nguoi noi tieng tren mang ngam va chung toi o lai mot minh sau gio hoc
1701,12078 math girls
1702,18275 math girls
1703,8986 mawaru gakuen senpai to boku simple life
1704,9749 may these leaden battlegrounds leave no trace
1705,7531 mong linh hon nguoi yen nghi o magdala
1706,9370 mayo chiki
1707,1062 me and my beloved cat girlfriend
1708,4839 me and my beloved cat girlfriend
1709,791 me and ojou sama
1710,7734 me oi con da tung han nguoi
1711,18016 me the heroine and a saint no way im just an all works maid heh
1712,8894 mea san kocchi muite yo
1713,10724 mea san kocchi muite yo
1714,5894 megami no yuusha wo taosu gesu na houhou
1715,8925 meikyu no ou
1716,1880 meiyaku no leviathan
1717,14192 menhera ga aisai apron ni kigaetara
1718,8426 meo va rong
1719,11904 mer anh yeu em
1720,7022 mezametara saikyou soubi to uchuusen mochidattanode ikkodate mezashite youhei to shite jiyu ni ikitai
1721,9123 mien dat mong mo
1722,14869 mien la con co toi thi nu chinh thua cuoc bi da boi ten ban thuo nho nhut nhat nhat dinh se chien thang
1723,3567 three days of happiness
1724,6205 milk princess
1725,6893 million crown
1726,4239 million dollar bill
1727,227 mimizuku to yoru no ou
1728,18780 min maxing my trpg build in another world
1729,8985 minh khong cho phep cau yeu ai ngoai minh
1730,18171 mirai san chi la nhin giong gai dia loi thoi ma
1731,14583 miri wa neko no hitomi no naka ni sundeiru
1732,5236 miyamoto sakura ga kawaii dake no shousetsu
1733,16940 mob kara hajimaru tansaku eiyuutan
1734,15270 mob protagonist mob in the novel but there is a problem
1735,17680 mobile suit gundam seed freedom
1736,5893 mochiron isharyoseikyu itashimasu
1737,3590 modern weapons cheat in another world
1738,1165 modern weapons cheat in another world
1739,17384 tsun na megami sama to dare ni mo ienai himitsu no kankei
1740,19007 moi tinh dau cua toi qua doi nguong ngung chang the nao ma ke cho ai ca
1741,18223 moi tinh nay hop khau vi cau chu
1742,201 mokushiroku arisu
1743,10647 disciple of immortal
1744,146 mondaiji tachi ga isekai kara kuru soudesu yo
1745,2370 monku no tsukeyou ga nai rabukome
1746,9907 monku no tsukeyou ga nai rabukome
1747,3767 monku no tsukeyou ga nai rabukome
1748,13639 monogatari no kuromaku ni tensei shite
1749,15244 monogatari no kuromaku ni tensei shite
1750,17292 monogatari no kuromaku ni tensei shite
1751,23 monogatari series
1752,1152 monster musume harem wo tsukurou
1753,2501 monster musume no oisha san
1754,4244 monster no goshujin sama
1755,3606 monster soul online
1756,6517 mori no majyuu ni hanataba wo
1757,11384 mori no majyuu ni hanataba wo
1758,16374 moshimo ashita kono sekai ga owaru den shitara
1759,7525 mot dem mot ngay mot nam mot doi
1760,7706 mot lan nua dua ra anh sang
1761,18153 alone in a room with a beautiful girl in defenseless cute pajamas
1762,9462 mot ngay lap lai
1763,12993 mot ngay nao do chong toi se phai hoi han thoi
1764,4955 moto sekai ichii no sub chara ikusei nikki
1765,8678 motokano to no jirettai gisou kekkon
1766,12370 mua chim di tru
1767,19159 mua thu ho phach va chuyen hanh trinh 0 giay
1768,1141 murabito desu ga nani ka new
1769,13766 murazukuri game no npc ga namami no ningen toshika omoenai
1770,12332 murder at the kogetsukan confession in the illusory hall
1771,12276 murder at the rainy mansion the never ending 100 tales
1772,17866 mushi to medama
1773,12120 mushi uta
1774,13679 mushi uta
1775,7918 mushoku tensei
1776,139 that nghiep tai sinh
1777,18289 mushoku tensei light novel isekai ittara honki dasu
1778,13563 mushoku tensei truyen thuyet co long
1779,9215 musume janakute mama ga sukinano
1780,7452 muu ke tan diet dam anh hung cua nu than
1781,11047 muu ke de tien tan diet dam anh hung cua nu than
1782,15886 muyoku no seijo wa okane ni tokimeku
1783,16820 my childhood friend called me a man of convenience behind my back i want to reset my favor and live a normal youth
1784,16868 my childhood friend confessed to me the day after she brought a man into her house
1785,16226 nguoi ban thuo nho cu treu toi cau khong co ban gai u vay nen toi se kiem ban gai cho cau ay xem
1786,12670 my childhood friend who rejected me is coming on to me
1787,11855 my childhood friend snow white doesnt realize her unrequited love
1788,15223 my childhood friend snow white doesnt realize her unrequited love
1789,13792 my childhood friend who made her high school debut asked me to assert dominance so got i fired up and confessed to her but she turned me down if i get along with the gyaru who sits next to me my childhood friend would get in the way
1790,15444 my childhood friends are trying to kill me
1791,18191 my classmate whom i helped seems to be mentally sick so ive been trying my best to hide my true identity but it seems like ive been found out
1792,7608 my dad is too strong
1793,5554 devil king dad
1794,12250 my desertion would be faster than heros obsession
1795,6585 my fiance is in love with my little sister
1796,1638 my house is a magic power spot just by living there i become the strongest in the world
1797,8493 my husband despises me to the point he wants to kill me
1798,16055 my online oshi and real life oshi moved in next door i thought that my dream life was beginning but its different from what i expected
1799,8534 my plain looking fiancee is secretly sweet with me
1800,17531 my platinum blonde childhood friend is too pretty
1801,14756 my quiet blacksmith life in another world
1802,18497 my reincarnation as the villainess and my reincarnation as the villain prince
1803,14480 imouto no shinyu mo ore no onna tomodachi nara sono ji wa
1804,11184 my sisters best friend my female friend already then whats next
1805,8530 my stepsister who says go die go die to me every day tries to hypnotize me to fall for her while i was sleeping
1806,18230 my twin sister was taken as a miko and i was thrown away but im probably the miko
1807,1218 my vampire older sister and zombie little sister
1808,14885 mynoghra mang tan diet thong tri dinh the gioi voi nen van minh hoang tan
1809,18964 isekai apocalypse mynoghra
1810,8997 nageki no bourei wa intai shitai saijiyaku hanta ni yoru saikiyou patei ikusei jutsu
1811,12826 nam nu doc than
1812,8845 nananin no maken hime to zero no kishidan
1813,9979 nanari no maken hime to zero no kishidan
1814,3171 nanashi no satsujinki wa isekai de kyou mo warau
1815,9446 nanatsu no maken ga shihai suru
1816,6373 nang cong chua duong nhu dang rat tuc gian
1817,11171 nang cong chua tan bao
1818,19225 nang cuu idol lop toi lai co hanh dong dang ngo nua roi
1819,11093 nang phu thuy va cau chuyen tinh bat tu
1820,12620 yousei bishoujo ga nounai de tasuke wo motometekurundaga
1821,18125 nang vo long toc muon duoc chu y toi
1822,15130 nang yandere x chang tam than tinh yeu thuan khiet
1823,16834 nang yayoi chang biet giu bi mat
1824,1986 natsume yuujinchou
1825,16581 natsunagi nagisa wa mada joshikousei deitai
1826,6763 naze boku no sekai wo dare mo oboeteinainoka
1827,5307 naze boku no sekai wo dare mo oboeteinainoka
1828,6792 naze boku no sekai wo daremo oboete inai no ka
1829,16510 necromancer academys genius summoner
1830,758 neechan wa chuunibyou
1831,1959 neet receives a dating sim game leveling system
1832,1454 neet receives a dating sim game leveling system
1833,1221 neet receives a dating sim game leveling system
1834,5136 neet receives a dating sim leveling system
1835,6010 neet receives a dating sim system
1836,12315 negai o kanaete moraou to akuma o shokan shitakedo kawaikattanode kekkonshimashita akuma no nidzuma
1837,181 nejimaki seirei senki tenkyou no alderamin
1838,9045 nekoda to shinjikonde iru neko kemonohito to hitasura taeru ban no hanashi
1839,11958 when nekura and hiria meet
1840,9599 nemeshisu seniki no kyoushuu kyouhei
1841,6732 neta chara
1842,2807 neta chara
1843,12192 neta chara tensei toka anmari da
1844,9005 netoge no yome ga ninki idol datta ken cool kei no kanojo wa genjitsu demo yome no tsumori de iru
1845,5843 netoge no yome wa onna no ko ja nai to omotta
1846,3504 netoge noyome wa onnanoko ja nai to omatta
1847,7638 netoge no yome wa onnanoko ja nai to omotta
1848,1268 netooku otoko no tanoshii isekai boueki
1849,3992 netto kanojo dakedo honki de suki ni naccha dame desuka
1850,9339 neu cuu mot nu sinh cap ba dang tinh nhay lau thi sao
1851,18985 neu mot lan nua ta gap lai nhau tren ngon doi tro hoa ay phien ban khac
1852,11521 its not cheating if its with your stepsister
1853,7797 neu mot nguoi biet ro ve cau nhu toi thi duong nhien nen la ban gai cua cau nhi
1854,11400 moshimo inochiga egaketara
1855,18019 neu toi noi rang biet tai khoan bi mat cua co nang chi cay doc moi toi thi sao
1856,8619 never die extra
1857,14087 never saved you
1858,14287 ngao du o di gioi
1859,5842 ngay ay co trai bom roi
1860,13234 ngay mai neu noi duoc em se noi
1861,6576 ngay phan xet khuc ca cho phu thuy
1862,12175 ngay tan the va khuc ca tam biet
1863,9060 nghe don toi la anh hung
1864,5290 ngoi nha ma am cua toi
1865,18473 ngoi nha ma cua
1866,19103 ngoi nha quy di
1867,15878 ngoi sao trong noi
1868,13488 yurikago no hoshi
1869,14989 nguoi choi ai cung tuong toi la ta than
1870,14706 nguoi choi moi cap toi da
1871,13719 mondaiji no watashitachi wo kaeta no wa onaji class no monaka senpai
1872,9458 nguoi duoc menh danh lathanh dien xuatban thuo nho cua toi bang cach nao do lai phu thuoc vao toi mot nguoi binh thuong
1873,10491 nguoi hau bi mat cua hoang tu
1874,18339 nguoi huong ngoai va ghet sach nhu toi lai phai long phu thuy thu vien
1875,10357 nguoi tinh anh guong
1876,6297 ore ga suki nano wa imouto dakedo imouto janai
1877,7347 nguoi toi thich la em gai nhung cung khong phai la em gai
1878,18151 nguyen rua toi di tinh yeu thuan tuy
1879,8962 nguyen tac cua mot triet gia duoc viet boi ke ngoc vinh cuu asley
1880,7745 nguyen tac cua mot triet gia duoc viet boi ke ngoc vinh hang asley
1881,15865 nguyet than
1882,15722 nha gia kim sang tao tan huong su tu do khi bi truc xuat khoi que huong toi co the tao ra nhung vat pham ma thuat voi hieu ung sieu viet duoi truong cua ma vuong
1883,7232 hazure skill mapping wo te ni shita shonen ha saikyou party to dungeon ni idomu
1884,17074 nhan sinh dao lontoi bi ntr va vu oan nhung khong hieu sao lai di giup do co thieu nu xinh dep nhat truong va dem long yeu co ay
1885,17195 nhan vat ngoai le tieu thuyet
1886,10459 nhan vat phan dien muon song
1887,11091 khong doi nao mot thang nhan vat phu nhu toi lai co the noi tieng duoc dung chu
1888,18700 nhat ky thang cap
1889,2836 nhat ky thuc nghiem cua ten vu yeu dien khung
1890,11288 nhat ky tu chuc cua tho san cap bac s
1891,19057 nhiem vu sau gio hoc
1892,15368 ore to imouto no chi tsunagatte masen deshita
1893,11395 nho em thang ban chi phien toai voi minh toi
1894,12236 ro rang la nho gyaru da bat nat toi hien gio lai dang yeu toi ma
1895,13420 nho gyaru le ra to tinh voi nguoi u am nhu toi chi vi tro choi trung phat nhung du co nhin kieu gi thi co cung yeu toi ma
1896,11200 co gai le ra to tinh voi toi chi vi tro choi trung phat nhung du co nhin kieu gi thi co cung yeu toi ma
1897,10750 nhoc thay co sao khong neu co ban gai hon tuoi mot chut
1898,11512 nhung ai dang ngoi viet light novel moi nguoi deu co van de
1899,7984 nhung chang trai yorha
1900,18969 nhung cach xau xa de lam voi ban gai gia
1901,15543 nhung co gai cung o ki tuc sakura
1902,4564 sakurasou no pet na kanojo
1903,19228 incompatible interspecies wives
1904,14843 nhung doa hoa gui quai vat rung gia
1905,17490 children of the holy emperor
1906,7468 nhung gi ban can la em gai
1907,9812 yomei ichinen no kimi ga boku ni nokoshite kureta mono
1908,18112 nhung gi dang cho doi khi toi nguoi vua duoc giai thoat khoi me hoac
1909,13812 nhung gi em de lai cho toi voi mot nam con lai cua cuoc doi
1910,2305 nhung mau truyen ngan toi dich
1911,9474 nhat ki tru mua cung co nang gac cong
1912,18027 nhung nguoi ban thoi tho au cua toi da tro thanh nhung than tuong noi tieng nhung co nang ngot ngao ay lai chu cap cho toi
1913,13256 nhung ke mang vai chinh bi tieu diet boi toi
1914,10658 nhung vi sao lap lanh trong the gioi ngay mai
1915,16337 nibanme na boku to ichiban no kanojo
1916,18111 nichiasa reincarnation ve chuyen mot otaku cuong sieu anh hung bi chuyen sinh thanh nhan vat phan dien
1917,6747 nidome no jinsei wo isekai de
1918,7032 nidome no yuusha wa fukushuu no michi wo warai ayumu
1919,5887 nidome no yuusha wa fukushuu no michi wo warai ayumu
1920,9095 nidome no yuusha wa fukushuu no michi wo warai ayumu maou yo sekai no hanbun wo yaru kara ore to fukushuu wo shiyou
1921,1861 nidoume no jinsei wo isekai de
1922,15931 niem hanh phuc duoc tu than trao den
1923,7576 nier automata long story short
1924,7986 nier automata truyen ngan
1925,17983 nigoru hitomi de nani wo negau
1926,15684 nigoru hitomi de nani wo negau
1927,9020 nigotta hitomi no lilianne
1928,971 nigotta hitomi no lilianne
1929,3542 nigotta hitomi no lilianne
1930,4444 nihon e youkoso elf san
1931,5064 nihonkoku shoukanwn
1932,7585 ningen fushin no boukenshatachi ga sekai o sukuu youdesu
1933,10842 nise seijo kuso of the year
1934,10484 nise seiken monogatari osananajimi no seijyo wo uttara mitsidure ni sareta
1935,17169 no game no life
1936,7307 no game no life
1937,486 no game no life
1938,18661 no le bong toi
1939,12378 no one believed me if you say you believe me now its too late
1940,10664 no one believed me if you say you believe me now its too late
1941,4994 noi bat hanh cua toa kim oc
1942,10346 noi em nghe nhung dieu anh nghi hoang tu cua em
1943,9098 the place you called from
1944,6826 noi phien muon cua amy
1945,16494 noi phien muon cua cong chua ma ca rong hikikomori
1946,9201 hikikomari kyuuketsuki no monmon
1947,18681 nono chan the gloomy vampire
1948,13945 not sure another world reincarnation
1949,11689 not sure but it looks like i got reincarnated in another world
1950,6861 not sure but it looks like i got reincarnated in another world
1951,3236 noumin kanren no skill bakka agetetara naze ka tsuyoku natta
1952,6244 nozomanu fushi no boukensha
1953,6058 npc town building game
1954,13494 kanojo gacha de imamade hiita ntr netorarea ga daigaku seikatsu de dsr daisukirea ni natte kaettekita ndakedo
1955,9432 nu cuoi cua than chet tren vung troi hoa anh dao
1956,16352 nu thien tai hacker abe kyouko
1957,8389 nu phan dien cecilia silvy khong muon chet nen quyet dinh gia trai
1958,7924 nu phu phan dien doi vai thanh co em gai cuong anh trai
1959,12070 nu phu phan dien level 99 toi la trum cuoi chu khong phai la ma vuong
1960,18353 nu phu phan dien lv99 toi la trum cuoi nhung khong phai la ma vuong
1961,12028 nu quan nhan duoc giao nhiem vu tham nhap vao hoc vien phep thuat hoang gia
1962,6953 furoba megami
1963,15493 nu than cau muon tro thanh gi khi chuyen sinh di gioi toi xuong suon cua dung si
1964,16844 null magical girl
1965,17664 o brave hero are you telling me to die
1966,17282 o vong lap thu 7 toi se tan huong cuoc song lam dau tu do o cuu dich quoc
1967,14963 oboreru if re dam chim trong cuoc doi moi tu con so khong
1968,10578 obsession
1969,2829 occulticnine
1970,9548 a divine dragon girl bahamut falls in love at first sight with a failure dragon knight
1971,116 oda nobuna no yabou
1972,6545 oda nobuna no yabou
1973,4532 oda nobuna no yabou
1974,12640 oh no after i reincarnated my moms became son cons
1975,1790 oh no after i reincarnated my moms became son cons
1976,395 okashi shokunin no nariagari tensai patishie no ryouchi keiei
1977,10371 om dau u co vo hop dong cua cong tuoc
1978,15063 omae no gohoushi wa sono teido ka
1979,185 omae o otaku ni shiteyaru kara ore ni riajuu ni shitekure
1980,158 omae wo onii chan ni shite yarouka
1981,2997 omae wo onii chan ni shite yarouka
1982,8118 o miai shitakunakattanode muri nandaina joken o tsuketara dokyusei ga kita kudan ni tsuite
1983,16266 omniscient first persons viewpoint
1984,3884 omniscent readers viewpoint
1985,4776 omniscienct reader
1986,7702 omniscient readers viewpoint
1987,8294 omniscient readers viewpoint
1988,9322 omniscient readers viewpoint
1989,17039 on the night i was crying because my beloved girlfriend was cuckolded by my bestfriend my kuudere kouhai returned covered in blood
1990,15333 on the night when the stars and flowers fall
1991,6848 on the way home i got a bride and twin daughters who were dragons
1992,11600 once trust is broken it cant be regained no matter what you say now it wont affect me
1993,19040 once upon a time
1994,17875 once upon a witchs death the tale of the one thousand tears of joy
1995,2921 one man army
1996,3414 one man army
1997,17660 one year after raging at the guy who rejected the girl of my dreams we ended up seatmates now she cares for me
1998,11668 onee chan se tro thanh anh hung va giai cuu the gioi
1999,3618 onee chan will become a hero and save the world
2000,13466 onee san sensei wa danshikousei ni edzuke shitai
2001,11272 oneechan to isshoni isekai wo shihaishite shiawase na katei wo kizukimasho
2002,9 oniichan dakedo ai sae areba kankeinai yo ne
2003,1720 onii chan dakedo ai sae areba kankeinai yo ne
2004,15560 only i know that the most beautiful girl in school and my childhood friend is actually a yandere
2005,5589 only sense online
2006,9044 onna doushi to ka arienai deshou to iiharu onna no ko wo hyakunichi kan de tetteiteki ni otosu yuri no ohanashi kan de tetteiteki ni otosu yuri no ohanashi
2007,7841 onna doushi to ka arienai deshou to iiharu onna no ko wo hyakunichi kan de tetteiteki ni otosu yuri no ohanashi
2008,14820 onna tomodachi wa tanomeba igaito to yarasete
2009,3591 onnagirai koushaku wa tada hitori no reijou ni nomi yokujou suru
2010,8394 ookami ryoushu no ojou sama
2011,8463 oppai momitaitte sakendara imouto no tomodachi to tsukiau koto ni narimashita
2012,11815 orc eiyuu monogatari sontaku retsuden
2013,8377 orc eiyuu monogatari sontaku retsuden
2014,6926 ore dake irerukakushi dungeon
2015,4574 ore dake irerukakushi dungeon
2016,8234 ore dake irerukakushi dungeon
2017,11488 ore ga heroine o tasukesugite sekai ga little mokushiroku
2018,2012 ore ga ojou sama gakkou ni shomin sample toshite rachirareta ken
2019,4759 ore ga suki nano wa imouto dakedo imouto ja nai
2020,8664 ore mo kuzuda ga warui no wa omaerada
2021,10435 ore ni trauma wo ataeta joshi tachi ga chirachira mite kuru kedo zannen desu ga teokure desu
2022,9043 ore ni trauma wo ataeta joshi tachi ga chirachira mite kuru kedo zannen desu ga teokure desu
2023,10236 ore ni trauma wo ataeta joshi tachi ga chirachira mite kuru kedo zannen desu ga teokure desu
2024,16952 ore no haitoku meshi wo onedari sezu ni irarenai otonari no top idol sama
2025,6937 ore no ie ni nazeka gakuen no megami sama ga iribitatte iru ken
2026,17469 my plain looking fiancee is secretly sweet with me
2027,122 ore no imouto ga konna ni kawaii wake ga nai
2028,1336 ore no isekai shimai ga jichou shinai
2029,1606 ore no kanojo to osananajimi ga shurabasugiru
2030,13375 ore no maede wa otome de kawaii himemiya san
2031,3274 ore no megane wa tabun sekai seifuku dekiru to omou
2032,10675 ore no mei wa shourai donna aite to kekkon surun darou
2033,183 ore no nounai sentakushi ga gakuen love come o zenryoku de jama shiteiru
2034,1481 ore no nounai sentakushi ga gakuen lovecome o zenryoku de jama shiteiru
2035,8462 ore no onna tomodachi ga saikou ni kawaii
2036,12703 ore no osananajimi wa joshikousei de yuusha
2037,11055 ore no oyome san hentai kamo shirenai zero kyori datta osananajimi kekkon shita totan sokuochi shite ore ni muchuu desu
2038,3901 ore no pet wa seijo sama
2039,334 ore no pet wa seijo sama
2040,17766 ore no real to netgame ga love comedy ni shinshokusare hajimete yabai
2041,64 ore no real to netgame ga love comedy ni shinshokusare hajimete yabai
2042,290 ore no shibou flag ga todomaru tokoro wo shiranai
2043,556 ore no shibou flag ga todomaru tokoro wo shiranai
2044,3629 ore no shibou flag ga todomaru tokoro wo shiranai
2045,3028 ore no shibou flag ga todomaru tokoro wo shiranai
2046,10228 ore no shibou flag ga todomaru tokoro wo shiranai
2047,3391 ore no yuushaa
2048,1103 ore to kanojo ga geboku de dorei de shuujuu keiyaku
2049,363 ore to kawazu san no isekai hourouki
2050,3175 ore wa lv99999 shikashi ore no tokei ga 1
2051,6084 ore wa seikan kokka no akutoku ryoshu
2052,12589 ore wa shiranai uchi ni gakkou ichi no bishoujo wo kudoiteita rashii baito saki no soudan aite ni ore no omoibito no hanashi wo suru to kanojo wa naze ka terehajimeru
2053,12148 ore wa souseki wo shiranai itsu no ma ni ka kanojo ga dekitemashita
2054,9097 ore wo suki nano wa omae dake ka yo
2055,5859 ore wo suki nano wa omae dake ka yo
2056,9220 oreniwa kono kuragari ga kokochiyokatta
2057,13336 the darkness was comfortable for me
2058,3054 oreo tensei
2059,322 oreta seiken to teikan no kenki
2060,8892 dragon chain ori spirit in the heart
2061,12106 osananajimi datta tsuma to kouni no natsu ni time leap shita 17 sai no tsuma ga yappari kawaii
2062,9851 osananajimi ga caste jouni ni kunrin shiteiru
2063,14450 osananajimi ga imouto datta kageyam hokuto no ai to ai
2064,7244 osananajimi ga zettai ni makenai love comedy
2065,6231 osananajimi ga zettai ni makenai love comedy
2066,8764 osanajimi kara no renai soudan aite wa oreppoi kedo chigau rashii
2067,9278 osananajimi kara no renai soudan aite wa oreppoi kedo chigau rashii
2068,13560 osananajimi kara no renai soudan aite wa oreppoi kedo chigaurashii
2069,8994 osananajimi no imouto no kateikyoushi wo hajimetara soen datta osananajimi ga kowai
2070,10306 osananajimi wa make flag tte hontou desu ka
2071,13760 oshi ni netsuai giwaku detakara kaisha yasunda
2072,13749 oshi no seiso idol ga jitsuwa tonari no namegeki de ore no yome
2073,18442 oshiego to kiss wo suru baretara owaru
2074,17727 oshiego to kiss wo suru baretara owaru
2075,15568 oshiego to kiss wo suru baretara owaru
2076,3389 ossan 36 ga idol ni naru hanashi
2077,2258 ossan boukensha kein no zenkou
2078,4697 ossan kyuuketsuki to seijyo
2079,3068 otherworldly kitty cat reborn as a cat
2080,12571 bijin shimai o tasuketara seidai ni yanda kudan
2081,3026 otome game ni tensei shita ga watashi wa akuyaku ni nari sugita
2082,3585 otome game no burikko akuyaku onna wa mahou otaku ni natta
2083,6726 otomege sekai wa mob ni kibishii sekai desu
2084,14380 otonari no tenshi sama ni itsu no aida ni ka dame ningen ni sareteiru ken
2085,4981 otonari no tenshi sama ni itsu no aida ni ka dame ningen ni sareteiru ken
2086,5257 otonari no tenshi sama ni itsu no aida ni ka dame ningen ni sareteiru ken
2087,9053 ototsukai wa shi to odoru
2088,3016 otsu ge no yujin a desuga hoki shite jibun no jinsei o oka shimasu
2089,12372 golden experience
2090,5041 ojou denka wa oikari no you desu
2091,9689 her royal highness seems to be angry
2092,16980 our crappy social game club is gonna make the most epic game
2093,7353 ouroboros record
2094,10953 ouroboros record circus of oubeniel
2095,10911 ousama no proposal
2096,12212 ousama no proposai
2097,5288 outaishihi ni nante naritakunai
2098,17466 outbreak company moeru shinryakusha
2099,12146 outer ragna
2100,8620 outer ragna
2101,12705 over limit skill holder
2102,14615 over limit skill holder only the reincarnated can conquer the over limited skill orb
2103,5920 overgeared
2104,17775 overgeared
2105,5300 overgeared
2106,1566 ngoai truyen chua te
2107,6768 overlord
2108,6783 overlord
2109,2529 overlord
2110,253 overlord
2111,6596 overlord ngoai truyen cong chua vampire cua vuong quoc bi lang quen
2112,1792 overlord wn web novel
2113,592 overlord x youjo senki
2114,15993 overwrite
2115,14245 overwrite
2116,5188 owari no chronicle
2117,1661 owari no seraph ichinose guren 16 sai no catastrophe
2118,6790 owari no seraph ichinose guren 16 sai no catastrophe
2119,9546 owaru isekai no arukikata
2120,1437 pain pain go away
2121,824 paladin of the end
2122,13960 pandora thuc tai va ao mong
2123,712 papa no iukoto wo kikinasai
2124,16709 paradigm parasite
2125,15156 paradigm parasite
2126,1313 parallel world pharmacy
2127,1836 parameter remokon
2128,2082 parasite in love ky sinh trung dang yeu
2129,4942 party kara tsuihou sa reta sono chiyu shi jitsu wa saikyou ni tsuki
2130,2879 persona x tantei naoto
2131,14458 pha dao di gioi cung nu than khong tin do
2132,9394 pha dao di gioi cung nu than khong tin do
2133,3754 pha gioi nhan yuuri
2134,17014 phan boi pham cach
2135,14728 phan dien cuop nu chinh
2136,7298 phan do vallow
2137,19194 phao dai doi khat muon xay chien ham o di gioi
2138,5203 phap su bong toi bao thu wn
2139,6875 a reincarnated mages tower dungeon management
2140,10700 phat benh va met moi vi bi ban thuo nho kiem ban gai lien tuc lang ma toi da chia tay co ta
2141,34 phenomeno
